round,winner,results,year,gender,player1,player2,country1,country2,firstServe1,firstServe2,ace1,ace2,double1,double2,firstPointWon1,firstPointWon2,secPointWon1,secPointWon2,fastServe1,fastServe2,avgFirstServe1,avgFirstServe2,avgSecServe1,avgSecServe2,break1,break2,return1,return2,total1,total2,winner1,winner2,error1,error2,net1,net2
Third,Novak Djokovic,6-2 ret.,2011,m,Novak Djokovic,Viktor Troicki,SRB,SRB,77%,61%,1,2,0,1,59%,65%,80%,13%,206,199,195,183,159,144,50%,100%,54%,36%,35,25,11,7,8,17,60%,45%
Third,Andy Roddick,2-6 7-6(2) 6-2 6-2,2011,m,Andy Roddick,Robin Haase,USA,NED,68%,61%,32,10,3,5,78%,70%,56%,42%,222,206,203,184,174,152,56%,50%,39%,28%,123,99,51,54,22,32,53%,70%
Third,Stanislas Wawrinka,7-6(4) 6-2 6-3,2011,m,Stanislas Wawrinka,Gael Monfils,SUI,FRA,63%,57%,11,3,2,7,75%,61%,54%,43%,220,211,200,178,147,151,29%,33%,44%,32%,120,95,57,26,35,34,64%,57%
Third,Tommy Robredo,5-7 6-2 6-4 6-2,2011,m,Tommy Robredo,Sergiy Stakhovsky,ESP,UKR,62%,67%,3,2,4,4,64%,61%,58%,40%,200,199,176,178,139,149,57%,21%,44%,37%,140,119,38,36,35,48,73%,60%
Third,Roger Federer,6-3 6-3 6-1,2011,m,Roger Federer,Xavier Malisse,SUI,BEL,64%,60%,6,4,1,2,66%,53%,57%,35%,204,199,179,184,153,135,41%,67%,53%,37%,98,70,36,16,36,30,68%,58%
Second,Rafael Nadal,6-2 6-1 6-1,2011,m,Rafael Nadal,Ryan Sweeting,ESP,USA,63%,73%,7,2,4,5,83%,46%,54%,38%,209,195,191,154,145,139,53%,50%,53%,26%,90,52,36,14,25,28,94%,69%
Second,Bernard Tomic,7-6(4) 7-6(3) 6-3,2011,m,Bernard Tomic,Feliciano Lopez,AUS,ESP,63%,59%,10,20,3,1,82%,72%,55%,59%,202,218,182,192,143,158,60%,25%,33%,27%,104,90,35,47,21,40,74%,78%
Second,John Isner,4-6 6-4 6-2 6-1,2011,m,John Isner,Radek Stepanek,USA,CZE,76%,59%,20,3,5,3,79%,73%,63%,53%,225,199,202,183,177,155,71%,13%,34%,24%,105,82,42,14,39,28,65%,45%
Second,Marin Cilic,6-3 7-6(1) 6-1,2011,m,Marin Cilic,Santiago Giraldo,CRO,COL,47%,68%,13,2,7,2,83%,65%,60%,52%,204,204,187,167,148,137,80%,8%,38%,27%,101,73,39,23,31,36,69%,43%
Second,Mikhail Youzhny,6-3 6-1 5-7 4-6 6-1,2011,m,Mikhail Youzhny,Blaz Kavcic,RUS,SLO,58%,62%,14,6,4,8,74%,65%,55%,46%,196,210,180,178,147,143,70%,23%,40%,33%,156,133,76,35,47,40,71%,53%
Second,Milos Raonic,7-6(3) 6-3 7-6(4),2011,m,Milos Raonic,Michael Llodra,CAN,FRA,67%,62%,21,10,1,2,88%,76%,68%,51%,230,205,203,182,167,157,33%,50%,33%,19%,113,90,49,25,20,20,63%,55%
Second,Richard Berankis,6-1 6-0 2-0 ret.,2011,m,Richard Berankis,David Nalbandian,LTU,ARG,58%,61%,8,0,1,3,84%,43%,72%,28%,200,181,192,167,149,146,50%,0%,59%,20%,63,26,28,5,12,21,67%,38%
Second,David Ferrer,6-0 6-1 7-5,2011,m,David Ferrer,Michael Russell,ESP,USA,62%,57%,8,4,3,4,82%,66%,71%,29%,195,198,176,175,140,149,50%,-,48%,21%,90,55,28,18,22,35,89%,76%
Second,Robin Soderling,6-3 7-6(1) 6-1,2011,m,Robin Soderling,Gilles Muller,SWE,LUX,58%,60%,6,8,5,1,93%,78%,67%,40%,217,198,187,187,158,162,75%,-,37%,17%,92,61,30,23,15,33,77%,73%
Second,Jan Hernych,6-2 6-7(11) 6-4 6-7(3) 8-6,2011,m,Jan Hernych,Thomaz Bellucci,CZE,BRA,70%,63%,12,25,6,5,69%,68%,43%,40%,,,,,0,0,53%,24%,41%,38%,207,192,,,,,,
Second,Alexandr Dolgopolov,6-3 6-0 3-6 7-6(3),2011,m,Alexandr Dolgopolov,Benjamin Becker,UKR,GER,54%,55%,18,9,2,3,86%,70%,72%,48%,,,,,0,0,44%,100%,39%,20%,120,88,,,,,,
Second,Jo-Wilfried Tsonga,6-3 7-6(1) 7-6(5),2011,m,Jo-Wilfried Tsonga,Andreas Seppi,FRA,ITA,64%,57%,20,8,4,3,79%,76%,44%,49%,214,202,192,184,146,138,50%,25%,34%,32%,115,102,46,25,47,29,59%,77%
Second,Jurgen Melzer,6-2 6-4 6-2,2011,m,Jurgen Melzer,Pere Riba,AUT,ESP,67%,54%,9,5,2,6,78%,60%,50%,42%,203,204,176,188,142,146,60%,100%,45%,31%,90,66,34,18,25,33,68%,80%
Second,Marcos Baghdatis,6-1 6-3 4-6 6-3,2011,m,Marcos Baghdatis,Juan Martin Del Potro,CYP,ARG,47%,68%,15,10,5,3,88%,61%,51%,51%,213,207,196,193,151,160,50%,40%,41%,31%,116,96,46,34,29,41,62%,80%
Second,Guillermo Garcia-Lopez,6-4 7-6(8) 6-1,2011,m,Guillermo Garcia-Lopez,Eduardo Schwank,ESP,ARG,54%,65%,4,2,4,8,87%,67%,62%,41%,199,196,183,177,145,148,44%,50%,39%,24%,111,86,26,21,28,63,59%,61%
Second,Andy Murray,6-1 6-3 6-3,2011,m,Andy Murray,Illya Marchenko,GBR,UKR,63%,55%,16,5,0,4,79%,54%,43%,41%,210,202,188,190,145,149,75%,25%,49%,34%,91,62,31,28,15,34,75%,64%
Second,Tomas Berdych,4-6 6-2 6-3 6-4,2011,m,Tomas Berdych,Philipp Kohlschreiber,CZE,GER,58%,62%,11,13,6,5,84%,73%,49%,37%,215,205,193,187,151,154,44%,33%,39%,29%,133,108,35,43,25,48,60%,59%
Second,Richard Gasquet,6-3 7-6(4) 6-4,2011,m,Richard Gasquet,Adrian Mannarino,FRA,FRA,69%,58%,11,5,3,3,77%,63%,57%,47%,207,197,178,168,147,132,36%,50%,43%,28%,115,88,44,35,33,46,64%,57%
Second,Kei Nishikori,6-4 6-3 0-6 6-3,2011,m,Kei Nishikori,Florian Mayer,JPN,GER,57%,64%,2,6,5,5,65%,68%,56%,38%,191,187,173,175,143,138,42%,40%,41%,37%,121,113,43,42,34,44,72%,62%
Second,Fernando Verdasco,2-6 4-6 6-4 7-6(0) 6-0,2011,m,Fernando Verdasco,Janko Tipsarevic,ESP,SRB,64%,55%,23,17,7,6,77%,67%,40%,47%,221,205,181,186,151,144,46%,25%,41%,35%,161,144,68,51,65,48,79%,52%
Second,Nicolas Almagro,7-5 2-6 4-6 7-6(10) 7-5,2011,m,Nicolas Almagro,Igor Andreev,ESP,RUS,52%,65%,10,20,5,5,78%,74%,54%,49%,210,204,186,189,140,141,38%,50%,34%,33%,169,169,48,55,51,63,65%,77%
Second,Ivan Ljubicic,6-3 6-7(2) 6-4 7-6(5),2011,m,Ivan Ljubicic,Benoit Paire,CRO,FRA,63%,54%,8,13,1,6,69%,72%,58%,45%,213,204,185,179,143,140,38%,100%,38%,35%,141,132,29,59,29,66,59%,67%
Second,Viktor Troicki,6-4 6-2 1-6 6-3,2011,m,Viktor Troicki,Nicolas Mahut,SRB,FRA,53%,67%,12,7,4,4,81%,63%,33%,37%,,,,,0,0,41%,33%,44%,40%,122,112,,,,,,
Second,Novak Djokovic,7-5 6-7(8) 6-0 6-2,2011,m,Novak Djokovic,Ivan Dodig,SRB,CRO,65%,58%,9,8,3,6,75%,68%,64%,47%,204,207,189,183,154,142,35%,20%,39%,28%,146,121,49,23,50,39,56%,47%
Second,Andy Roddick,7-6(7) 6-2 6-3,2011,m,Andy Roddick,Igor Kunitsyn,USA,RUS,67%,66%,17,4,5,0,85%,67%,74%,61%,221,195,195,181,181,134,43%,0%,35%,17%,99,74,31,31,16,33,53%,67%
Second,Robin Haase,6-4 6-4 3-6 6-2,2011,m,Robin Haase,Juan Monaco,NED,ARG,67%,69%,8,2,3,2,65%,58%,47%,47%,203,201,188,174,148,148,47%,29%,45%,40%,142,127,54,42,46,38,68%,67%
Second,Stanislas Wawrinka,7-5 6-3 6-3,2011,m,Stanislas Wawrinka,Grigor Dimitrov,SUI,BUL,54%,55%,8,2,0,6,77%,71%,65%,43%,216,207,185,191,145,166,60%,29%,39%,29%,91,71,26,23,11,27,71%,50%
Second,Gael Monfils,6-4 6-3 1-6 6-2,2011,m,Gael Monfils,Frederico Gil,FRA,POR,66%,71%,8,0,5,0,71%,54%,49%,57%,205,183,179,160,151,135,55%,57%,45%,35%,123,108,48,34,41,40,64%,71%
Second,Tommy Robredo,1-6 6-3 6-3 6-3,2011,m,Tommy Robredo,Mardy Fish,ESP,USA,71%,59%,1,13,2,5,73%,70%,47%,40%,200,211,176,189,146,149,36%,38%,41%,34%,119,103,31,46,27,51,77%,51%
Second,Sergiy Stakhovsky,6-3 6-4 6-4,2011,m,Sergiy Stakhovsky,Lukasz Kubot,UKR,POL,68%,65%,9,5,5,8,67%,57%,41%,31%,201,210,181,187,154,151,57%,63%,48%,39%,98,79,31,31,22,36,62%,60%
Second,Xavier Malisse,6-4 6-0 6-1,2011,m,Xavier Malisse,Albert Montanes,BEL,ESP,52%,54%,7,5,0,3,76%,49%,61%,33%,,,,,0,0,47%,50%,56%,31%,93,55,,,,,,
Second,Roger Federer,6-2 6-3 4-6 4-6 6-3,2011,m,Roger Federer,Gilles Simon,SUI,FRA,61%,57%,11,9,1,5,79%,56%,43%,55%,208,200,188,177,153,138,44%,56%,43%,35%,151,130,51,44,53,40,72%,44%
First,Rafael Nadal,6-0 5-0 ret.,2011,m,Rafael Nadal,Marcos Daniel,ESP,BRA,54%,65%,4,0,3,0,84%,12%,56%,0%,205,194,185,168,145,139,100%,0%,92%,26%,49,12,25,0,10,18,80%,0%
First,Ryan Sweeting,6-4 6-4 6-1,2011,m,Ryan Sweeting,Daniel Gimeno-Traver,USA,ESP,74%,61%,3,10,6,2,70%,66%,41%,40%,,,,,0,0,86%,8%,43%,35%,105,85,,,,,,
First,Bernard Tomic,6-3 6-2 7-6(5),2011,m,Bernard Tomic,Jeremy Chardy,AUS,FRA,63%,58%,2,12,3,7,72%,74%,71%,41%,201,206,183,198,145,168,50%,0%,37%,27%,103,81,21,33,23,56,73%,40%
First,Feliciano Lopez,6-3 7-6(6) 6-3,2011,m,Feliciano Lopez,Alejandro Falla,ESP,COL,60%,62%,17,6,6,3,75%,64%,51%,44%,,,,,0,0,42%,30%,42%,32%,108,89,,,,,,
First,John Isner,6-3 7-6(8) 6-3,2011,m,John Isner,Florent Serra,USA,FRA,73%,63%,26,4,4,5,81%,74%,48%,50%,224,197,202,183,182,150,60%,25%,33%,27%,108,90,60,27,38,21,85%,56%
First,Radek Stepanek,6-3 6-2 6-3,2011,m,Radek Stepanek,Denis Gremelmayr,CZE,GER,57%,52%,7,5,1,1,81%,59%,71%,48%,,,,,0,0,60%,33%,46%,23%,91,62,,,,,,
First,Santiago Giraldo,6-4 6-3 5-7 6-1,2011,m,Santiago Giraldo,Rui Machado,COL,POR,61%,61%,7,9,2,5,66%,57%,62%,41%,,,,,0,0,69%,56%,48%,35%,126,99,,,,,,
First,Marin Cilic,6-3 6-2 6-1,2011,m,Marin Cilic,Donald Young,CRO,USA,63%,64%,8,1,0,3,81%,58%,64%,41%,203,197,185,168,154,132,55%,0%,46%,25%,86,56,33,11,28,25,92%,57%
First,Mikhail Youzhny,6-2 6-3 7-6(5),2011,m,Mikhail Youzhny,Marsel Ilhan,RUS,TUR,66%,64%,3,10,0,5,85%,74%,67%,49%,,,,,0,0,38%,0%,34%,21%,104,81,,,,,,
First,Blaz Kavcic,2-6 6-4 7-6(4) 7-6(5),2011,m,Blaz Kavcic,Kevin Anderson,SLO,RSA,65%,64%,4,23,2,2,74%,76%,43%,49%,,,,,0,0,44%,45%,33%,36%,134,139,,,,,,
First,Milos Raonic,7-6(3) 6-3 7-6(8),2011,m,Milos Raonic,Bjorn Phau,CAN,GER,65%,54%,27,5,6,3,84%,76%,64%,57%,,,,,0,0,50%,-,32%,22%,115,96,,,,,,
First,Michael Llodra,6-3 3-6 6-2 6-4,2011,m,Michael Llodra,Juan Ignacio Chela,FRA,ARG,61%,60%,9,3,5,5,75%,64%,50%,42%,208,185,186,165,155,141,55%,30%,43%,33%,121,100,66,22,39,20,61%,41%
First,David Nalbandian,3-6 6-4 3-6 7-6(1) 9-7,2011,m,David Nalbandian,Lleyton Hewitt,ARG,AUS,65%,59%,6,10,6,5,64%,71%,51%,47%,191,192,174,172,149,140,50%,23%,38%,39%,193,193,65,53,83,62,68%,55%
First,Richard Berankis,6-4 6-2 7-5,2011,m,Richard Berankis,Marinko Matosevic,LTU,AUS,62%,54%,7,5,1,4,72%,59%,58%,48%,201,197,187,180,151,142,47%,75%,44%,33%,101,80,31,22,44,44,59%,62%
First,Michael Russell,6-3 6-2 5-7 7-6(9),2011,m,Michael Russell,Matthew Ebden,USA,AUS,71%,62%,4,12,3,2,66%,66%,44%,40%,196,199,168,179,147,145,62%,55%,43%,39%,146,134,39,52,33,76,66%,73%
First,David Ferrer,6-4 6-3 1-6 6-2,2011,m,David Ferrer,Jarkko Nieminen,ESP,FIN,70%,58%,4,5,2,0,79%,67%,56%,48%,194,207,175,186,141,138,45%,100%,41%,27%,107,86,32,30,32,45,87%,67%
First,Robin Soderling,6-4 6-2 6-2,2011,m,Robin Soderling,Potito Starace,SWE,ITA,59%,60%,12,4,0,2,88%,71%,64%,31%,219,188,191,179,150,147,63%,-,44%,22%,89,59,47,20,18,27,69%,64%
First,Gilles Muller,6-3 7-6(5) 6-4,2011,m,Gilles Muller,Simon Stadler,LUX,GER,69%,68%,11,3,1,1,76%,65%,56%,59%,,,,,0,0,50%,25%,37%,30%,109,90,,,,,,
First,Jan Hernych,6-3 6-4 3-6 6-2,2011,m,Jan Hernych,Denis Istomin,CZE,UZB,66%,69%,4,2,1,3,66%,62%,65%,51%,,,,,0,0,33%,15%,40%,34%,125,109,,,,,,
First,Thomaz Bellucci,7-5 7-5 4-6 3-6 6-3,2011,m,Thomaz Bellucci,Ricardo Mello,BRA,BRA,54%,59%,15,4,9,4,77%,60%,40%,56%,,,,,0,0,41%,27%,41%,38%,174,166,,,,,,
First,Benjamin Becker,7-6(5) 6-2 6-4,2011,m,Benjamin Becker,Ernests Gulbis,GER,LAT,60%,71%,12,12,2,6,84%,75%,54%,33%,,,,,0,0,67%,20%,35%,27%,101,84,,,,,,
First,Alexandr Dolgopolov,6-3 6-2 6-4,2011,m,Alexandr Dolgopolov,Mikhail Kukushkin,UKR,KAZ,47%,59%,16,1,3,5,89%,60%,57%,34%,,,,,0,0,43%,100%,48%,27%,94,60,,,,,,
First,Andreas Seppi,3-6 2-6 7-5 6-3 6-2,2011,m,Andreas Seppi,Arnaud Clement,ITA,FRA,57%,57%,12,5,5,8,74%,65%,48%,52%,,,,,0,0,27%,63%,39%,36%,158,153,,,,,,
First,Jo-Wilfried Tsonga,4-6 2-6 6-2 6-3 6-4,2011,m,Jo-Wilfried Tsonga,Philipp Petzschner,FRA,GER,66%,55%,11,14,5,7,69%,73%,43%,41%,210,210,186,194,145,150,46%,28%,39%,39%,153,142,49,57,46,48,66%,59%
First,Jurgen Melzer,6-2 6-4 6-2,2011,m,Jurgen Melzer,Vincent Millot,AUT,FRA,59%,64%,4,5,1,3,75%,48%,61%,56%,,,,,0,0,38%,33%,47%,30%,102,73,,,,,,
First,Pere Riba,1-6 7-6(5) 6-2 2-6 6-4,2011,m,Pere Riba,Carsten Ball,ESP,AUS,56%,68%,10,24,6,11,64%,77%,61%,45%,201,221,183,190,149,157,44%,71%,31%,36%,126,138,32,63,34,59,64%,54%
First,Juan Martin Del Potro,7-6(13) 6-4 6-4,2011,m,Juan Martin Del Potro,Dudi Sela,ARG,ISR,63%,53%,19,4,3,1,76%,73%,49%,56%,210,175,191,163,162,139,67%,40%,35%,33%,108,100,47,25,52,27,45%,62%
First,Marcos Baghdatis,3-6 7-5 6-1 4-6 6-2,2011,m,Marcos Baghdatis,Grega Zemlja,CYP,SLO,52%,54%,15,8,3,5,75%,64%,55%,51%,210,205,194,184,143,140,32%,31%,41%,34%,157,142,44,42,59,68,76%,65%
First,Guillermo Garcia-Lopez,6-4 6-4 3-6 6-3,2011,m,Guillermo Garcia-Lopez,Michael Berrer,ESP,GER,65%,69%,8,16,5,4,71%,62%,46%,42%,,,,,0,0,58%,29%,43%,36%,129,113,,,,,,
First,Eduardo Schwank,6-2 6-0 6-4,2011,m,Eduardo Schwank,Leonardo Mayer,ARG,ARG,60%,65%,6,2,0,5,81%,56%,79%,40%,,,,,0,0,46%,-,47%,20%,90,55,,,,,,
First,Illya Marchenko,6-3 6-4 6-1,2011,m,Illya Marchenko,Ruben Ramirez-Hidalgo,UKR,ESP,56%,42%,9,1,8,5,71%,60%,46%,35%,,,,,NULL,NULL,67%,21%,52%,36%,99,73,,,,,,
First,Andy Murray,6-3 6-1 4-2 ret.,2011,m,Andy Murray,Karol Beck,GBR,SVK,58%,59%,2,5,3,6,87%,65%,50%,35%,214,200,186,182,141,150,56%,0%,44%,28%,86,63,21,23,17,43,75%,70%
First,Tomas Berdych,6-4 6-0 6-2,2011,m,Tomas Berdych,Marco Crugnola,CZE,ITA,63%,62%,2,0,1,9,88%,58%,42%,32%,212,196,192,173,151,154,64%,100%,47%,29%,88,58,16,19,16,31,87%,73%
First,Philipp Kohlschreiber,1-6 4-6 7-6(6) 6-4 6-4,2011,m,Philipp Kohlschreiber,Tobias Kamke,GER,GER,66%,58%,7,6,2,7,62%,71%,54%,54%,,,,,0,0,28%,40%,35%,40%,160,176,,,,,,
First,Adrian Mannarino,6-4 6-3 6-4,2011,m,Adrian Mannarino,Ryan Harrison,FRA,USA,59%,65%,4,9,3,2,83%,60%,53%,55%,,,,,0,0,50%,25%,41%,28%,95,77,,,,,,
First,Richard Gasquet,6-3 6-4 6-4,2011,m,Richard Gasquet,Frank Dancevic,FRA,CAN,63%,65%,5,2,2,0,72%,58%,63%,47%,205,205,182,181,148,145,43%,75%,46%,30%,99,77,39,24,24,29,52%,45%
First,Florian Mayer,6-3 4-6 7-6(4) 6-4,2011,m,Florian Mayer,Nikolay Davydenko,GER,RUS,67%,64%,3,4,2,6,68%,73%,62%,43%,,,,,0,0,36%,23%,37%,33%,148,138,,,,,,
First,Kei Nishikori,6-1 6-4 6-7(4) 6-4,2011,m,Kei Nishikori,Fabio Fognini,JPN,ITA,69%,62%,6,3,3,5,69%,63%,50%,43%,189,197,166,167,134,135,53%,21%,43%,36%,142,122,36,34,52,64,65%,68%
First,Janko Tipsarevic,6-3 6-1 6-4,2011,m,Janko Tipsarevic,Mischa Zverev,SRB,GER,58%,65%,13,7,4,6,84%,64%,46%,34%,,,,,0,0,31%,0%,44%,30%,107,82,,,,,,
First,Fernando Verdasco,6-1 6-3 6-2,2011,m,Fernando Verdasco,Rainer Schuettler,ESP,GER,62%,55%,8,5,1,5,86%,65%,58%,35%,212,192,186,169,147,142,43%,0%,46%,25%,94,63,33,27,18,35,64%,52%
First,Nicolas Almagro,6-4 6-3 6-7(4) 7-5,2011,m,Nicolas Almagro,Stephane Robert,ESP,FRA,60%,61%,22,7,4,5,80%,73%,54%,48%,,,,,0,0,50%,25%,36%,30%,147,126,,,,,,
First,Igor Andreev,6-3 7-6(3) 6-3,2011,m,Igor Andreev,Filippo Volandri,RUS,ITA,58%,56%,6,0,4,8,73%,58%,38%,35%,,,,,0,0,44%,43%,48%,41%,119,98,,,,,,
First,Benoit Paire,6-1 7-5 6-1,2011,m,Benoit Paire,Flavio Cipolla,FRA,ITA,56%,66%,8,2,3,4,84%,60%,53%,41%,,,,,0,0,38%,0%,44%,29%,101,75,,,,,,
First,Ivan Ljubicic,6-3 6-3 7-6(2),2011,m,Ivan Ljubicic,Peter Luczak,CRO,AUS,61%,60%,19,8,1,2,86%,71%,64%,43%,209,198,190,182,157,151,25%,0%,39%,23%,118,91,57,34,38,31,64%,53%
First,Viktor Troicki,6-2 3-6 6-2 6-0,2011,m,Viktor Troicki,Dmitry Tursunov,SRB,RUS,58%,59%,10,8,1,4,72%,57%,59%,43%,,,,,0,0,44%,33%,47%,33%,116,88,,,,,,
First,Nicolas Mahut,6-3 6-4 6-4,2011,m,Nicolas Mahut,Brian Dabul,FRA,ARG,62%,59%,7,1,3,0,84%,58%,46%,71%,,,,,0,0,50%,25%,37%,29%,92,76,,,,,,
First,Ivan Dodig,6-4 3-6 6-7(5) 6-4 6-4,2011,m,Ivan Dodig,Ivo Karlovic,CRO,CRO,64%,70%,10,48,7,6,84%,80%,70%,54%,,,,,0,0,38%,33%,27%,20%,146,138,,,,,,
