round,winner,results,year,gender,player1,player2,country1,country2,firstServe1,firstServe2,ace1,ace2,double1,double2,firstPointWon1,firstPointWon2,secPointWon1,secPointWon2,fastServe1,fastServe2,avgFirstServe1,avgFirstServe2,avgSecServe1,avgSecServe2,break1,break2,return1,return2,total1,total2,winner1,winner2,error1,error2,net1,net2
Second,James Blake,6-3 6-2 6-2,2008,m,James Blake,Michael Russell,USA,USA,59%,69%,9,2,3,2,83%,48%,61%,55%,209,206,188,180,147,147,60%,100%,50%,26%,86,54,34,13,20,24,87%,54%
Second,David Nalbandian,4-6 7-5 6-4 6-1,2008,m,David Nalbandian,Peter Luczak,ARG,AUS,59%,62%,19,15,5,3,84%,74%,57%,47%,200,203,184,187,156,156,57%,33%,36%,27%,125,107,53,47,32,44,71%,50%
Second,Tomas Berdych,6-2 6-1 6-3,2008,m,Tomas Berdych,Oscar Hernandez,CZE,ESP,58%,66%,9,1,4,2,89%,62%,56%,33%,210,190,194,173,150,150,55%,0%,48%,25%,83,53,34,10,33,19,64%,86%
Second,Fernando Gonzalez,4-6 6-3 6-2 6-4,2008,m,Fernando Gonzalez,Hyung-Taik Lee,CHI,KOR,60%,61%,15,5,4,4,63%,63%,56%,44%,214,201,171,182,155,155,41%,33%,44%,40%,126,115,59,41,38,35,56%,63%
Second,Lleyton Hewitt,7-6(5) 6-3 5-7 6-1,2008,m,Lleyton Hewitt,Denis Istomin,AUS,UZB,58%,55%,13,9,2,1,66%,70%,69%,42%,205,209,185,190,144,144,50%,25%,43%,33%,140,117,53,52,32,42,78%,78%
Second,Juan Monaco,6-3 7-6(6) 5-7 6-7(8) 8-6,2008,m,Juan Monaco,Amer Delic,ARG,BIH,74%,56%,4,17,7,12,69%,76%,58%,48%,,,,,,,38%,36%,36%,34%,199,188,,,,,,
Second,Sebastien Grosjean,4-6 6-4 6-0 6-7(4) 6-4,2008,m,Sebastien Grosjean,Robin Haase,FRA,NED,64%,56%,7,5,2,3,75%,71%,63%,51%,204,202,177,179,137,137,64%,60%,38%,30%,145,125,46,50,40,57,62%,67%
Second,David Ferrer,6-3 6-4 ret.,2008,m,David Ferrer,Juan Martin Del Potro,ESP,ARG,74%,79%,1,0,1,2,69%,53%,43%,41%,185,201,170,161,129,129,38%,67%,49%,38%,73,61,15,22,21,43,80%,58%
Second,Roger Federer,6-1 6-2 6-0,2008,m,Roger Federer,Fabrice Santoro,SUI,FRA,69%,65%,7,2,1,0,76%,44%,79%,38%,203,194,184,174,134,134,50%,0%,58%,23%,87,43,53,11,18,4,81%,50%
Second,Novak Djokovic,6-1 6-2 6-2,2008,m,Novak Djokovic,Simone Bolelli,SRB,ITA,62%,59%,12,5,3,2,76%,50%,64%,42%,205,198,188,183,147,147,75%,0%,53%,29%,86,51,28,16,24,39,50%,63%
Second,Marc Gicquel,6-2 3-6 7-6(5) 2-1 ret.,2008,m,Marc Gicquel,Stanislas Wawrinka,FRA,SUI,59%,54%,2,9,3,3,63%,75%,62%,42%,,,,,,,63%,38%,40%,37%,113,106,,,,,,
Second,Nikolay Davydenko,6-4 6-0 6-3,2008,m,Nikolay Davydenko,Nicolas Mahut,RUS,FRA,77%,67%,3,2,2,7,61%,46%,38%,32%,214,206,167,188,161,161,69%,36%,59%,44%,95,71,23,20,19,42,70%,51%
Second,Paul-Henri Mathieu,6-7(5) 6-0 6-4 6-4,2008,m,Paul-Henri Mathieu,Paul Capdeville,FRA,CHI,56%,63%,11,4,2,2,76%,68%,60%,43%,202,190,175,170,137,137,46%,20%,41%,31%,133,107,47,52,32,36,77%,64%
Second,Ivo Karlovic,6-7(5) 6-4 6-3 6-1,2008,m,Ivo Karlovic,Dudi Sela,CRO,ISR,63%,70%,15,0,1,1,82%,58%,49%,72%,,,,,,,38%,0%,38%,30%,133,117,,,,,,
Second,Guillermo Garcia-Lopez,6-4 5-7 6-4 7-6(6),2008,m,Guillermo Garcia-Lopez,Alejandro Falla,ESP,COL,58%,64%,5,5,6,7,75%,59%,45%,53%,,,,,,,27%,45%,42%,36%,162,153,,,,,,
Second,Jo-Wilfried Tsonga,6-4 7-6(4) 6-2,2008,m,Jo-Wilfried Tsonga,Sam Warburg,FRA,USA,62%,70%,14,2,0,2,83%,60%,53%,41%,210,202,180,173,140,140,31%,100%,45%,28%,113,87,54,22,19,25,64%,54%
Second,Rafael Nadal,6-0 6-2 6-2,2008,m,Rafael Nadal,Florent Serra,ESP,FRA,72%,71%,9,0,1,2,77%,49%,42%,17%,211,196,185,181,143,143,64%,67%,60%,33%,83,47,39,16,16,26,67%,43%
Second,Igor Andreev,7-5 7-5 6-2,2008,m,Igor Andreev,Kristof Vliegen,RUS,BEL,66%,76%,2,5,8,3,79%,61%,51%,63%,,,,,,,36%,0%,37%,28%,110,92,,,,,,
Second,Andy Roddick,6-2 6-2 6-4,2008,m,Andy Roddick,Michael Berrer,USA,GER,75%,62%,10,6,1,7,80%,65%,53%,32%,235,215,202,182,153,153,33%,33%,48%,27%,103,73,34,34,12,45,52%,55%
Second,Philipp Kohlschreiber,6-4 6-2 0-1 ret.,2008,m,Philipp Kohlschreiber,Evgeny Korolev,GER,KAZ,59%,59%,6,3,1,5,79%,76%,70%,36%,210,204,184,182,154,154,33%,0%,41%,24%,65,53,15,21,17,33,75%,82%
Second,Richard Gasquet,6-2 6-1 6-3,2008,m,Richard Gasquet,Feliciano Lopez,FRA,ESP,69%,64%,8,3,1,5,78%,51%,89%,45%,208,218,187,190,156,156,55%,-,51%,19%,92,53,35,15,12,30,78%,40%
Second,Mikhail Youzhny,4-6 7-5 6-3 7-6(4),2008,m,Mikhail Youzhny,Andreas Seppi,RUS,ITA,60%,48%,8,7,6,3,75%,73%,52%,54%,204,200,181,181,140,140,42%,33%,37%,34%,142,128,33,37,53,58,67%,70%
Second,Gilles Simon,6-2 6-2 6-1,2008,m,Gilles Simon,Rainer Schuettler,FRA,GER,73%,63%,4,1,2,1,73%,53%,63%,46%,,,,,,,41%,0%,49%,30%,86,59,,,,,,
Second,Stefan Koubek,6-3 7-6(6) 7-6(5),2008,m,Stefan Koubek,Agustin Calleri,AUT,ARG,64%,53%,3,6,2,4,71%,75%,67%,62%,,,,,,,50%,17%,31%,30%,114,105,,,,,,
Second,Mardy Fish,6-1 6-2 6-3,2008,m,Mardy Fish,Tommy Robredo,USA,ESP,57%,65%,4,1,5,5,83%,51%,50%,41%,219,200,197,171,150,150,50%,33%,52%,31%,91,61,39,8,24,18,83%,43%
Second,Jarkko Nieminen,6-2 7-5 7-6(2),2008,m,Jarkko Nieminen,Jesse Levine,FIN,CAN,73%,55%,4,7,7,6,70%,59%,32%,40%,204,199,169,173,148,148,35%,50%,50%,40%,122,103,32,33,30,58,58%,63%
First,Marin Cilic,7-6(4) 7-5 6-2,2008,m,Marin Cilic,Nicolas Almagro,CRO,ESP,54%,56%,16,10,1,5,75%,70%,62%,39%,,,,,,,42%,50%,44%,31%,115,89,,,,,,
First,Alun Jones,6-4 6-3 3-6 6-2,2008,m,Alun Jones,Albert Montanes,AUS,ESP,70%,58%,5,5,2,9,64%,64%,41%,40%,,,,,,,57%,29%,46%,43%,129,119,,,,,,
First,Novak Djokovic,6-0 6-2 7-6(5),2008,m,Novak Djokovic,Benjamin Becker,SRB,GER,63%,46%,6,7,4,2,84%,58%,45%,43%,211,226,184,197,159,159,86%,50%,50%,30%,96,65,23,17,22,23,81%,36%
First,Simone Bolelli,7-6(5) 3-6 6-4 2-6 6-3,2008,m,Simone Bolelli,Rajeev Ram,ITA,USA,64%,69%,9,12,2,3,73%,74%,49%,37%,,,,,,,33%,40%,37%,35%,150,144,,,,,,
First,Janko Tipsarevic,7-5 6-2 6-7(6) 0-6 6-0,2008,m,Janko Tipsarevic,Joseph Sirianni,SRB,AUS,54%,52%,25,11,5,5,75%,68%,52%,54%,215,209,193,184,139,139,40%,33%,39%,35%,162,151,48,50,53,61,63%,71%
First,Hyung-Taik Lee,7-6(6) 6-3 6-4,2008,m,Hyung-Taik Lee,Chris Guccione,KOR,AUS,58%,63%,7,16,0,2,85%,78%,63%,53%,197,215,179,190,159,159,22%,-,31%,24%,98,86,36,42,13,19,81%,57%
First,Sebastien Grosjean,7-6(3) 6-3 7-6(0),2008,m,Sebastien Grosjean,Filippo Volandri,FRA,ITA,59%,49%,4,0,0,5,74%,65%,56%,42%,,,,,,,60%,57%,46%,33%,116,92,,,,,,
First,Jurgen Melzer,6-3 6-4 6-4,2008,m,Jurgen Melzer,Jiri Vanek,AUT,CZE,63%,60%,14,8,2,3,86%,69%,52%,35%,,,,,,,42%,50%,45%,27%,105,80,,,,,,
First,Fernando Verdasco,6-4 6-0 6-3,2008,m,Fernando Verdasco,Thierry Ascione,ESP,FRA,78%,65%,4,2,2,5,66%,49%,56%,35%,,,,,,,60%,33%,56%,36%,95,65,,,,,,
First,Juan Martin Del Potro,6-3 6-1 6-3,2008,m,Juan Martin Del Potro,Santiago Ventura,ARG,ESP,66%,47%,3,8,2,6,77%,69%,59%,38%,,,,,,,38%,0%,44%,28%,92,62,,,,,,
First,Peter Luczak,6-1 6-7(2) 6-3 6-4,2008,m,Peter Luczak,Mariano Zabaleta,AUS,ARG,63%,46%,12,13,7,8,80%,82%,52%,42%,201,209,182,192,162,162,46%,33%,40%,30%,128,103,45,40,33,42,70%,73%
First,Vince Spadea,2-6 2-6 7-5 6-2 6-3,2008,m,Vince Spadea,Radek Stepanek,USA,CZE,55%,57%,0,8,8,1,70%,67%,52%,59%,,,,,,,63%,36%,36%,36%,137,135,,,,,,
First,Marcos Baghdatis,7-6(0) 6-2 3-6 6-3,2008,m,Marcos Baghdatis,Thomas Johansson,CYP,SWE,52%,57%,16,7,4,5,83%,66%,48%,45%,216,213,191,180,143,143,29%,27%,43%,34%,138,117,50,36,40,47,83%,60%
First,Sam Querrey,6-3 6-2 7-5,2008,m,Sam Querrey,Olivier Rochus,USA,BEL,60%,51%,21,2,4,4,86%,49%,52%,51%,,,,,,,40%,33%,48%,27%,111,75,,,,,,
First,David Nalbandian,6-1 6-1 7-6(3),2008,m,David Nalbandian,Robert Smeets,ARG,AUS,49%,44%,4,6,5,5,81%,63%,68%,41%,199,202,185,187,158,158,67%,50%,49%,25%,99,63,21,19,24,41,55%,44%
First,Marat Safin,6-0 6-4 7-6(2),2008,m,Marat Safin,Ernests Gulbis,RUS,LAT,46%,51%,6,8,1,6,79%,64%,62%,43%,221,220,206,199,164,164,36%,33%,46%,30%,109,84,16,28,27,43,72%,77%
First,Robin Haase,6-7(2) 6-3 6-0 7-6(1),2008,m,Robin Haase,Ivan Ljubicic,NED,CRO,57%,56%,16,16,9,4,80%,68%,50%,43%,,,,,,,43%,22%,43%,33%,150,124,,,,,,
First,Fabrice Santoro,6-2 6-2 6-4,2008,m,Fabrice Santoro,John Isner,FRA,USA,61%,70%,3,11,0,6,71%,66%,81%,29%,,,,,,,67%,50%,42%,25%,86,61,,,,,,
First,Oscar Hernandez,1-6 7-6(5) 6-2 6-1,2008,m,Oscar Hernandez,Ivo Minar,ESP,CZE,61%,57%,10,3,4,2,78%,58%,45%,61%,,,,,,,56%,50%,41%,35%,109,94,,,,,,
First,Tomas Berdych,6-4 6-4 6-4,2008,m,Tomas Berdych,Werner Eschauer,CZE,AUT,65%,55%,10,9,2,5,71%,64%,64%,38%,,,,,,,67%,75%,46%,31%,105,80,,,,,,
First,Denis Istomin,6-3 6-7(1) 7-6(4) 6-1,2008,m,Denis Istomin,Lukas Lacko,UZB,SVK,65%,54%,5,8,3,7,72%,71%,63%,47%,,,,,,,35%,29%,38%,30%,142,125,,,,,,
First,David Ferrer,6-2 6-2 6-1,2008,m,David Ferrer,Edouard Roger-Vasselin,ESP,FRA,72%,58%,3,2,2,2,77%,49%,71%,32%,192,197,176,182,148,148,73%,17%,58%,25%,89,46,30,15,15,34,53%,41%
First,Denis Gremelmayr,6-1 0-6 6-4 7-5,2008,m,Denis Gremelmayr,Sergio Roitman,GER,ARG,53%,55%,13,7,5,6,75%,62%,46%,54%,,,,,,,45%,17%,42%,39%,125,116,,,,,,
First,Lleyton Hewitt,6-0 6-3 6-0,2008,m,Lleyton Hewitt,Steve Darcis,AUS,BEL,55%,49%,14,1,6,0,83%,58%,68%,19%,204,194,191,179,148,148,62%,100%,62%,24%,75,33,29,10,12,21,82%,56%
First,Fernando Gonzalez,6-4 7-6(2) 6-1,2008,m,Fernando Gonzalez,Konstantinos Economidis,CHI,GRE,59%,58%,10,2,4,4,82%,65%,64%,49%,208,198,176,183,148,148,50%,0%,42%,25%,102,74,47,16,36,30,69%,64%
First,Roger Federer,6-0 6-3 6-0,2008,m,Roger Federer,Diego Hartfield,SUI,ARG,72%,63%,11,3,1,1,83%,51%,56%,26%,8,198,85,180,155,155,70%,0%,58%,25%,85,42,38,11,14,20,69%,50%
First,Juan Monaco,7-6(5) 7-5 6-1,2008,m,Juan Monaco,Carlos Berlocq,ARG,ARG,66%,45%,6,7,2,7,71%,65%,44%,39%,191,209,172,187,143,143,70%,67%,49%,38%,108,88,40,29,26,41,70%,62%
First,James Blake,6-3 6-2 6-2,2008,m,James Blake,Nicolas Massu,USA,CHI,55%,74%,11,6,2,3,84%,57%,53%,35%,215,207,184,183,146,146,46%,25%,49%,30%,93,63,41,18,18,21,79%,47%
First,Michael Russell,6-1 4-6 6-2 3-6 6-3,2008,m,Michael Russell,Fabio Fognini,USA,ITA,70%,45%,6,6,3,9,67%,66%,63%,51%,,,,,,,55%,60%,39%,33%,143,120,,,,,,
First,Dmitry Tursunov,6-7(1) 5-7 6-2 6-1 6-3,2008,m,Dmitry Tursunov,Xavier Malisse,RUS,BEL,64%,54%,15,11,1,4,73%,76%,64%,50%,,,,,,,47%,29%,36%,30%,148,130,,,,,,
First,Juan Carlos Ferrero,6-4 6-3 6-1,2008,m,Juan Carlos Ferrero,Nicolas Kiefer,ESP,GER,70%,51%,9,6,2,5,77%,66%,58%,41%,202,211,181,188,149,149,56%,0%,46%,28%,95,66,37,21,27,34,55%,54%
First,Amer Delic,6-4 7-5 6-2,2008,m,Amer Delic,Robert Kendrick,BIH,USA,67%,56%,8,6,4,2,74%,76%,58%,36%,,,,,,,83%,20%,40%,30%,98,77,,,,,,
First,Philipp Kohlschreiber,6-4 7-6(5) 6-1,2008,m,Philipp Kohlschreiber,Roko Karanusic,GER,CRO,77%,65%,4,6,2,1,67%,69%,59%,41%,,,,,,,44%,9%,40%,34%,112,94,,,,,,
First,Nikolay Davydenko,7-5 7-5 6-3,2008,m,Nikolay Davydenko,Michael Llodra,RUS,FRA,79%,59%,1,4,4,4,77%,67%,37%,40%,191,212,159,182,158,158,60%,40%,44%,32%,108,87,31,24,22,44,68%,55%
First,Feliciano Lopez,7-6(6) 6-1 6-4,2008,m,Feliciano Lopez,Wayne Odesnik,ESP,USA,58%,53%,28,6,6,3,84%,71%,63%,68%,,,,,,,75%,0%,30%,24%,95,78,,,,,,
First,Dudi Sela,6-2 6-4 6-2,2008,m,Dudi Sela,Martin Slanar,ISR,AUT,70%,60%,1,3,3,4,72%,63%,58%,37%,,,,,,,45%,0%,47%,32%,111,79,,,,,,
First,Jarkko Nieminen,6-3 6-1 5-7 2-6 6-1,2008,m,Jarkko Nieminen,Frank Dancevic,FIN,CAN,67%,62%,1,13,2,1,76%,68%,51%,52%,,,,,,,50%,100%,38%,32%,125,115,,,,,,
First,Nicolas Mahut,7-6(2) 5-7 6-2 3-6 7-5,2008,m,Nicolas Mahut,Jose Acasuso,FRA,ARG,58%,55%,13,14,9,7,71%,72%,60%,51%,,,,,,,36%,33%,37%,34%,177,168,,,,,,
First,Marc Gicquel,6-3 4-6 6-7(6) 6-4 6-2,2008,m,Marc Gicquel,Yen-Hsun Lu,FRA,TPE,61%,57%,14,3,8,5,73%,66%,42%,50%,,,,,,,44%,22%,41%,39%,187,177,,,,,,
First,Mardy Fish,6-2 6-3 3-6 6-3,2008,m,Mardy Fish,Boris Pashanski,USA,SRB,60%,69%,12,1,2,5,77%,63%,51%,39%,,,,,,,38%,60%,45%,34%,125,103,,,,,,
First,Ivo Karlovic,6-4 6-4 6-7(1) 6-4,2008,m,Ivo Karlovic,Jamie Baker,CRO,GBR,60%,69%,19,6,4,2,75%,61%,58%,64%,,,,,,,36%,33%,38%,32%,138,124,,,,,,
First,Florent Serra,6-3 7-6(2) 7-6(5),2008,m,Florent Serra,Florian Mayer,FRA,GER,55%,65%,2,8,3,3,73%,63%,62%,46%,,,,,,,43%,40%,43%,32%,126,108,,,,,,
First,Rafael Nadal,7-6(3) 7-5 6-1,2008,m,Rafael Nadal,Viktor Troicki,ESP,SRB,61%,67%,4,14,4,2,67%,72%,76%,31%,201,212,184,192,143,143,42%,40%,41%,29%,107,85,24,40,16,41,77%,65%
First,Stefan Koubek,7-6(5) 6-7(2) 7-5 6-4,2008,m,Stefan Koubek,Carlos Moya,AUT,ESP,56%,65%,5,7,11,5,69%,64%,54%,54%,198,209,176,182,146,146,50%,33%,39%,37%,162,157,59,40,59,61,79%,65%
First,Andreas Seppi,6-4 6-2 6-1,2008,m,Andreas Seppi,Harel Levy,ITA,ISR,55%,57%,6,0,1,3,79%,47%,56%,50%,,,,,,,50%,100%,52%,32%,91,60,,,,,,
First,Gilles Simon,4-6 6-4 6-2 6-7(3) 6-4,2008,m,Gilles Simon,Bobby Reynolds,FRA,USA,69%,54%,10,11,6,2,74%,68%,44%,55%,,,,,,,33%,15%,38%,35%,179,168,,,,,,
First,Alejandro Falla,5-7 7-5 6-7(8) 6-2 7-5,2008,m,Alejandro Falla,Kevin Anderson,COL,RSA,61%,69%,4,13,4,8,67%,62%,58%,52%,,,,,,,44%,29%,42%,37%,194,181,,,,,,
First,Guillermo Garcia-Lopez,6-4 6-2 1-6 6-2,2008,m,Guillermo Garcia-Lopez,Juan Ignacio Chela,ESP,ARG,67%,60%,1,2,4,8,63%,57%,52%,46%,,,,,,,44%,83%,47%,40%,115,104,,,,,,
