round,winner,results,year,gender,player1,player2,country1,country2,firstServe1,firstServe2,ace1,ace2,double1,double2,firstPointWon1,firstPointWon2,secPointWon1,secPointWon2,fastServe1,fastServe2,avgFirstServe1,avgFirstServe2,avgSecServe1,avgSecServe2,break1,break2,return1,return2,total1,total2,winner1,winner2,error1,error2,net1,net2
First,Evgeny Korolev,7-5 6-2 6-0,2008,m,Evgeny Korolev,Marcel Granollers,KAZ,ESP,60%,58%,3,1,1,7,79%,45%,58%,55%,,,,,,,78%,11%,51%,29%,92,59,,,,,,
First,Jo-Wilfried Tsonga,7-5 6-4 0-6 7-6(5),2008,m,Jo-Wilfried Tsonga,Andy Murray,FRA,GBR,59%,58%,7,7,6,3,71%,68%,43%,49%,214,212,190,185,135,135,31%,50%,40%,40%,135,137,57,38,61,27,67%,56%
First,Paul-Henri Mathieu,6-1 7-6(4) 6-2,2008,m,Paul-Henri Mathieu,Victor Hanescu,FRA,ROU,60%,72%,8,1,7,2,85%,64%,51%,31%,,,,,,,26%,17%,45%,28%,109,81,,,,,,
First,Agustin Calleri,6-4 6-7(6) 6-3 6-4,2008,m,Agustin Calleri,Luis Horna,ARG,PER,50%,60%,16,14,4,3,77%,80%,68%,47%,,,,,,,38%,0%,32%,27%,133,115,,,,,,
First,Rainer Schuettler,6-4 6-2 6-7(3) 6-4,2008,m,Rainer Schuettler,Arnaud Clement,GER,FRA,66%,63%,4,3,5,4,61%,63%,69%,47%,199,200,167,177,147,147,47%,27%,43%,36%,140,126,30,27,37,51,79%,53%
First,Kristof Vliegen,6-0 6-1 7-6(3),2008,m,Kristof Vliegen,Olivier Patience,BEL,FRA,61%,74%,9,4,1,2,78%,52%,69%,42%,,,,,,,50%,25%,49%,25%,103,65,,,,,,
First,Sam Warburg,2-6 6-2 6-3 2-6 6-4,2008,m,Sam Warburg,Juan-Pablo Brzezicki,USA,ARG,70%,67%,5,7,4,4,60%,62%,59%,46%,,,,,,,44%,44%,42%,40%,143,135,,,,,,
First,Michael Berrer,6-7(5) 7-6(4) 6-3 7-6(5),2008,m,Michael Berrer,Donald Young,GER,USA,68%,61%,7,4,10,8,78%,64%,47%,51%,211,203,187,164,136,136,33%,50%,41%,32%,172,152,38,49,53,67,65%,63%
First,Mikhail Youzhny,6-0 6-2 7-6(3),2008,m,Mikhail Youzhny,Mathieu Montcourt,RUS,FRA,66%,56%,5,1,2,5,74%,60%,50%,36%,205,200,185,186,156,156,100%,11%,51%,34%,103,72,35,16,33,38,79%,68%
First,Jesse Levine,6-1 7-5 6-1,2008,m,Jesse Levine,Martin Vassallo Arguello,CAN,ARG,65%,60%,3,1,3,5,73%,52%,50%,35%,,,,,,,73%,29%,55%,35%,94,63,,,,,,
First,Richard Gasquet,6-0 6-1 3-6 6-2,2008,m,Richard Gasquet,Nick Lindahl,FRA,AUS,59%,62%,12,7,4,5,78%,64%,72%,36%,207,210,188,187,141,141,41%,50%,47%,24%,111,78,44,29,21,37,60%,62%
First,Igor Andreev,5-7 6-2 7-6(4) 6-3,2008,m,Igor Andreev,Andrei Pavel,RUS,ROU,73%,74%,7,3,2,1,75%,62%,65%,67%,,,,,,,50%,25%,37%,28%,143,124,,,,,,
First,Andy Roddick,6-3 6-4 7-5,2008,m,Andy Roddick,Lukas Dlouhy,USA,CZE,65%,56%,13,7,2,12,76%,67%,58%,41%,228,213,199,186,148,148,45%,29%,44%,30%,101,76,28,33,11,44,67%,74%
First,Paul Capdeville,6-4 7-5 6-4,2008,m,Paul Capdeville,Brydan Klein,CHI,AUS,74%,56%,3,4,1,7,72%,63%,52%,52%,194,209,170,185,156,156,45%,50%,42%,33%,112,98,33,40,18,45,67%,59%
First,Tommy Robredo,4-6 2-6 7-6(2) 6-4 7-5,2008,m,Tommy Robredo,Mischa Zverev,ESP,GER,66%,77%,4,2,7,1,69%,64%,42%,34%,197,196,172,173,136,136,41%,42%,43%,40%,193,183,88,66,38,34,74%,56%
