round,winner,results,year,gender,player1,player2,country1,country2,firstServe1,firstServe2,ace1,ace2,double1,double2,firstPointWon1,firstPointWon2,secPointWon1,secPointWon2,fastServe1,fastServe2,avgFirstServe1,avgFirstServe2,avgSecServe1,avgSecServe2,break1,break2,return1,return2,total1,total2,winner1,winner2,error1,error2,net1,net2
First,Andy Murray,6-1 6-1 6-2,2010,m,Andy Murray,Kevin Anderson,GBR,RSA,35%,69%,9,2,1,2,87%,51%,60%,26%,212,208,195,194,147,171,67%,25%,55%,30%,87,52,37,20,19,32,89%,43%
First,Marc Gicquel,7-6(2) 7-6(3) 6-3,2010,m,Marc Gicquel,Simone Bolelli,FRA,ITA,54%,66%,14,5,4,2,74%,70%,58%,46%,,,,,0,0,33%,25%,38%,32%,131,114,,,8,4,,
First,Jarkko Nieminen,6-2 7-5 6-4,2010,m,Jarkko Nieminen,Nick Lindahl,FIN,AUS,78%,62%,1,7,0,2,73%,67%,62%,44%,191,196,151,177,117,132,38%,13%,41%,29%,110,87,34,33,21,31,70%,65%
First,Florent Serra,6-1 6-7(3) 6-4 4-6 6-3,2010,m,Florent Serra,Jurgen Melzer,FRA,AUT,67%,62%,12,10,2,7,70%,69%,67%,51%,,,,,0,0,45%,18%,36%,31%,158,134,,,4,14,,
First,John Isner,6-3 6-3 3-6 5-7 6-4,2010,m,John Isner,Andreas Seppi,USA,ITA,61%,56%,34,10,5,10,78%,76%,48%,56%,,,,,0,0,50%,33%,30%,33%,149,147,,,10,20,,
First,Louk Sorensen,6-4 3-6 6-2 6-1,2010,m,Louk Sorensen,Yen-Hsun Lu,IRL,TPE,71%,61%,6,0,2,3,77%,66%,58%,39%,,,,,0,0,43%,67%,43%,28%,115,88,,,4,6,,
First,Antonio Veic,6-4 3-6 6-7(3) 6-1 6-4,2010,m,Antonio Veic,Daniel Koellerer,CRO,AUT,68%,80%,7,1,1,1,64%,61%,52%,41%,,,,,0,0,57%,50%,42%,39%,153,140,,,2,2,,
First,Gael Monfils,6-4 6-4 6-4,2010,m,Gael Monfils,Matthew Ebden,FRA,AUS,65%,64%,4,2,4,2,84%,70%,63%,49%,200,193,172,174,140,140,50%,100%,37%,22%,96,79,34,25,30,38,63%,68%
First,Julien Benneteau,0-6 6-4 7-6(4) 7-6(2),2010,m,Julien Benneteau,David Guez,FRA,FRA,69%,63%,4,1,7,5,68%,54%,45%,69%,,,,,0,0,57%,50%,39%,37%,134,130,,,14,10,,
First,Andrey Golubev,6-2 1-6 6-3 6-3,2010,m,Andrey Golubev,Mardy Fish,KAZ,USA,65%,52%,4,3,2,4,63%,67%,54%,39%,201,209,171,171,145,136,70%,44%,45%,39%,114,103,44,16,53,52,73%,55%
First,Ivan Ljubicic,6-1 6-2 6-2,2010,m,Ivan Ljubicic,Jason Murray Kubler,CRO,AUS,72%,59%,4,3,1,2,86%,53%,71%,40%,195,196,170,165,NULL,NULL,43%,-,51%,18%,87,46,30,16,19,32,73%,60%
First,Philipp Kohlschreiber,6-1 7-5 6-1,2010,m,Philipp Kohlschreiber,Horacio Zeballos,GER,ARG,70%,64%,10,7,4,3,83%,61%,52%,26%,,,,,0,0,54%,33%,50%,25%,100,61,,,8,6,,
First,Wayne Odesnik,4-6 6-1 6-4 6-2,2010,m,Wayne Odesnik,Blaz Kavcic,USA,SLO,64%,63%,6,1,3,4,72%,57%,51%,39%,,,,,0,0,44%,67%,48%,35%,122,93,,,6,8,,
First,Lukas Lacko,6-4 6-4 6-0,2010,m,Lukas Lacko,Leonardo Mayer,SVK,ARG,61%,66%,7,7,2,3,89%,61%,52%,50%,,,,,0,0,63%,-,41%,25%,89,63,,,4,6,,
First,Rafael Nadal,7-6(0) 6-1 6-4,2010,m,Rafael Nadal,Peter Luczak,ESP,AUS,69%,59%,11,7,1,6,76%,70%,56%,35%,200,197,174,185,142,149,44%,14%,41%,30%,113,82,35,29,16,38,86%,72%
